Orden,Sitios,Gobierno_local,codigo,Fecha,Mes,Año,Año-mes,Campaña-Año,Campaña,Tem_agua,Tem_aire,OD,pH,Turbiedad_NTU,Olores,Color,Espumas,Mat_susp,colif_totales_ufc_100ml,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,Nitrato_mg_l,NH4_mg_l,P_de_ortof_mg_l,P_total_l_mg_l,DQO_mg_l,DBO_mg_l,Fosf_ortofos_mg_l,solidos_totales_mg_l,Hidr_Deriv_Petr_ug_l,Cr_total_mg_l,Cd_total_mg_l,Microcistina_ug_l,Clorofila_a_ug_l,ICA,Calidad_de_agua
18,Parque de los Niños,CABA,CA041,03/08/2017,8,2017,08-2017,03-2017,verano,23.9,0,8.1,8,0,,,,,62000,4000,4000,,6,0.6,0,0,0,5,0,,,,,,,0,
168,Berazategui – Calle 11 y costa y salida cloaca (BZ 078),Berazategui,BZ078,26/03/2014,3,2014,03-2014,01-2014,verano,22.00,20.70,11.30,0,0,,,,,2300,2300,900,,7.6,0.6,0,0,84,,0,,,,,,,0,
18,Parque de los Niños,CABA,CA041,31/05/2017,5,2017,05-2017,02-2017,otoño,14.4,0,8.4,6.6,0,,,,,17000,590,590,,12,0.6,0,0,145,5,0,,,,,,,0,
17,Costa y Melo,Vicente Lopez,VL031,16/08/2017,8,2017,08-2017,03-2017,invierno,16,0,8.5,7.65,16,,,,,60000,7600,4600,,10.19,0.6,0,0,32,24,0,469,,,,,,0,
33,CAMPING EVA PERON,Ensenada,EN081,16/08/2017,8,2017,08-2017,03-2017,invierno,14,0,9.22,08.08,30,,,,,5000,800,400,,10.41,0.6,0,0,24,5,45,464,,,,,,0,
11,ESPIGON LA FAROLA,San Isidro,SI021,31/05/2017,5,2017,05-2017,02-2017,otoño,15,0,8.8,7.53,0,,,,,33000,800,600,,4.87,0.6,0,0,11,2,0,,,,,,,0,
28,NAUTICO,Quilmes,QU062,16/08/2017,8,2017,08-2017,03-2017,invierno,15.5,0,7.52,7.44,43,,,,,10000,1600,200,,6.87,0.6,0,0,88,2,1,274,,,,,,0,
124,ARROYO SANTO DOMINGO,Avellaneda,AV053,12/11/2014,11,2014,11-2014,04-2014,primavera,0.00,24.10,5.46,7.39,0,,,,,0,0,0,,6.89,0.6,0,0,50,,0,,,,,,,0,
36,PREFECTURA ISLA SANTIAGO,Ensenada,EN084,16/08/2017,8,2017,08-2017,03-2017,invierno,14,0,8.42,7.98,32,,,,,10000,1800,99,,7.97,0.6,0,0,40,30,1,265,,,,,,0,
109,RIO TIGRE 100 MTS ANTES RÍO LUJAN,Tigre,TI005,12/11/2014,11,2014,11-2014,04-2014,primavera,0.00,23.00,04.05,7.74,0,,,,,1100,210,700,,9.98,0.59,0,0,41,,0,,,,,,,0,
261,Puerto de Olivos Espigón,Vicente Lopez,VL032,30/11/2016,11,2016,11-2016,04-2016,primavera,0,0,0,0,0,,,,,18,1600,800,,8417,0.58,0,0,42,,0,,,,,,,0,
216,RIO TIGRE 100 MTS ANTES RÍO LUJAN,Tigre,TI005,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,0,0,,,,,2400,7500,7000,,1,0.57,0,0,60,,0,,,,,,,0,
128,Berazategui – Calle 11 y costa y salida cloaca (BZ 078),Berazategui,BZ078,12/11/2014,11,2014,11-2014,04-2014,primavera,22.00,23.60,0.00,0,0,,,,,7500,3900,700,,11.6,0.57,0,0,30,,0,,,,,,,0,
235,NAUTICO,Quilmes,QU062,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,0,0,,,,,1500,5000,1300,,1.5,0.56,0,0,75,,0,,,,,,,0,
302,COSTA DE VILLA DOMINICO,Avellaneda,AV055,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,18,5000,45049,,11.08,0.56,0,0,47,,0,,,,,,,0,
207,Berazategui – Calle 11 y costa y salida cloaca (BZ 078),Berazategui,BZ078,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,2600,82400,30000,,0.7,0.56,0,0,98,,0,,,,,,,0,
108,RIO RECONQUISTA Y RIO LUJAN,Tigre,TI004,12/11/2014,11,2014,11-2014,04-2014,primavera,0.00,25.00,3.96,7.64,0,,,,,460,2800,300,,7.49,0.55,0,0,38,,0,,,,,,,0,
111,RIO LUJAN y CANAL SAN FERNANDO,Tigre,TI007,12/11/2014,11,2014,11-2014,04-2014,primavera,0.00,22.00,3.54,7.66,0,,,,,240,9300,700,,8.02,0.54,0,0,37,,0,,,,,,,0,
284,RIO RECONQUISTA Y RIO LUJAN,Tigre,TI004,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,165,4500,4200,,9.3,0.54,0,0,32,,0,,,,,,,0,
126,COSTA DE VILLA DOMINICO,Avellaneda,AV055,12/11/2017,11,2017,11-2017,04-2017,primavera,0,23.5,5.97,7.42,0,,,,,0,0,0,,7.78,0.54,0,0,45,,0,,,,,,,0,
167,Berazategui - Puerto Trinidad (BZ 077),Berazategui,BZ077,26/03/2014,3,2014,03-2014,01-2014,verano,22.00,21.10,8.70,0,0,,,,,300,300,300,,9.7,0.53,0,0,45,,0,,,,,,,0,
152,Puerto de Olivos Espigón,Vicente Lopez,VL032,26/03/2014,3,2014,03-2014,01-2014,verano,0.00,21.10,6.50,7.61,0,,,,,9300,9300,2100,,11.2,0.53,0,0,90,,0,,,,,,,0,
195,ARROYO SARANDI,Avellaneda,AV052,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,590,800,700,,1.3,0.52,0,0,31,,0,,,,,,,0,
122,POLO PETROQUIMICO DOCK SUD,Avellaneda,AV051,12/11/2014,11,2014,11-2014,04-2014,primavera,0.00,24.20,5.88,7.43,0,,,,,0,0,0,,6.17,0.52,0,0,49,,0,,,,,,,0,
123,ARROYO SARANDI,Avellaneda,AV052,12/11/2014,11,2014,11-2014,04-2014,primavera,0.00,24.70,5.94,7.30,0,,,,,0,0,0,,6.79,0.52,0,0,46,,0,,,,,,,0,
232,ESCOLLERA DE PROPANEROS,Avellaneda,AV054,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,0,0,,,,,3200,40000,2300,,1.3,0.51,0,0,44,,0,,,,,,,0,
197,ESCOLLERA DE PROPANEROS,Avellaneda,AV054,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,810,5600,1400,,1,0.5,0,0,37,,0,,,,,,,0,
21,RESERVA ECOLOGICA -PLAYITA,CABA,CA047,03/08/2017,8,2017,08-2017,03-2017,verano,24.9,0,5.3,7.8,0,,,,,42000,7000,7000,,4,0.5,0,0,0,5,0,,,,,,,0,
157,CLUB DE PESCA = PUNTA CARRASCO,CABA,CA046,12/02/2014,2,2014,02-2014,01-2014,verano,0.00,26.80,3.73,7.15,0,,,,,4000,350,350,,5,0.5,0,0,36,,0,,,,,,,0,
18,Parque de los Niños,CABA,CA041,16/08/2017,8,2017,08-2017,03-2017,invierno,16.6,0,4.6,7.5,25.2,,,,,50000,200,200,,12,0.5,0,0,55,5,0,192,,,,,,0,
198,COSTA DE VILLA DOMINICO,Avellaneda,AV055,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,320,12000,400,,0.9,0.5,0,0,48,,0,,,,,,,0,
8,ARROYO ABRA VIEJA Y A SANTA RO,Tigre,TI008,31/05/2017,5,2017,05-2017,02-2017,otoño,0,0,09.07,7.15,0,,,,,51000,3200,1200,,3.99,0.5,0,0,16,5,0,,,,,,,0,
12,"PLAYA RESERVA ECOLOGICA, ESPIGON",San Isidro,SI022,31/05/2017,5,2017,05-2017,02-2017,otoño,14.4,0,8.51,7.64,0,,,,,15000,1200,1000,,4.87,0.5,0,0,20,4,0,,,,,,,0,
23,POLO PETROQUIMICO DOCK SUD,Avellaneda,AV051,03/08/2017,8,2017,08-2017,03-2017,verano,24.7,0,6.62,6.3,0,,,,,60000,8600,4200,,4.87,0.5,0,0,18,6,0,,,,,,,0,
1,CANAL VILLANUEVA Y RIO LUJAN,Tigre,TI001,31/05/2017,5,2017,05-2017,02-2017,otoño,0,0,7.69,07.06,0,,,,,58000,6400,2500,,5.32,0.5,0,0,22,10,0,,,,,,,0,
32,Berazategui - Balneario Hudson calle 63 (BZ 080),Berazategui,BZ080,16/08/2017,8,2017,08-2017,03-2017,invierno,10.9,0,7.65,7.27,11,,,,,35000,1600,400,,9.75,0.5,0,0,30,5,0,712,,,,,,0,
187,ESPIGON LA FAROLA,San Isidro,SI021,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,310,2000,1200,,1.1,0.49,0,0,37,,0,,,,,,,0,
234,CALLE ESPORA,Quilmes,QU061,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,0,0,,,,,300,2500,1000,,1.7,0.49,0,0,67,,0,,,,,,,0,
194,POLO PETROQUIMICO DOCK SUD,Avellaneda,AV051,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,270,1000,600,,0.6,0.49,0,0,40,,0,,,,,,,0,
236,PEJERREY,Quilmes,QU063,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,0,0,,,,,400,5000,600,,1.5,0.48,0,0,52,,0,,,,,,,0,
240,PREFECTURA ISLA SANTIAGO,Ensenada,EN084,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,0,0,,,,,360,1500,400,,1.5,0.48,0,0,44,,0,,,,,,,0,
164,CALLE ESPORA,Quilmes,QU061,26/03/2014,3,2014,03-2014,01-2014,verano,21.00,15.60,6.78,5.84,0,,,,,400,400,400,,19.2,0.47,0,0,72,,0,,,,,,,0,
250,RIO RECONQUISTA Y RIO LUJAN,Tigre,TI004,30/11/2016,11,2016,11-2016,04-2016,primavera,0,0,0,0,0,,,,,30,4000,45110,,2658,0.47,0,0,13,,0,,,,,,,0,
107,RIO CARAPACHAY Y ARROYO GALLO,Tigre,TI003,12/11/2014,11,2014,11-2014,04-2014,primavera,0.00,25.00,3.89,7.60,0,,,,,240,4800,900,,7.24,0.47,0,0,34,,0,,,,,,,0,
165,NAUTICO,Quilmes,QU062,26/03/2014,3,2014,03-2014,01-2014,verano,21.00,15.60,6.78,5.86,0,,,,,400,400,400,,8.6,0.45,0,0,35,,0,,,,,,,0,
196,ARROYO SANTO DOMINGO,Avellaneda,AV053,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,570,3800,400,,0.8,0.45,0,0,34,,0,,,,,,,0,
192,Puerto de Olivos Espigón,Vicente Lopez,VL032,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,1560,32800,15000,,1.3,0.43,0,0,28,,0,,,,,,,0,
313,Berisso - La Balandra,Berisso,BS093,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,24000,6000,1400,,8.42,0.43,0,0,10,,0,,,,,,,0,
114,Del Arca,San Fernando,SF015,12/11/2014,11,2014,11-2014,04-2014,primavera,25.00,24.00,3.96,7.57,0,,,,,240,9300,9300,,7.08,0.42,0,0,520,,0,,,,,,,0,
148,"PLAYA RESERVA ECOLOGICA, ESPIGON",San Isidro,SI022,26/03/2014,3,2014,03-2014,01-2014,verano,23.20,21.50,6.83,7.49,0,,,,,2300,400,400,,9.7,0.41,0,0,33,,0,,,,,,,0,
17,Costa y Melo,Vicente Lopez,VL031,22/11/2017,11,2017,11-2017,04-2017,primavera,19.6,0,8.4,7.76,30,,,,,62000,5000,4800,,9.75,0.41,0,0.6,53,30,1,534,1060,6,2,0,,0,
19,MIRADOR TOMA DE AGUA,CABA,CA044,31/05/2017,5,2017,05-2017,02-2017,otoño,17,0,8.2,7.1,0,,,,,58000,1100,1100,,11,0.4,0,0,179,5,0,,,,,,,0,
12,"PLAYA RESERVA ECOLOGICA, ESPIGON",San Isidro,SI022,16/08/2017,8,2017,08-2017,03-2017,invierno,15.6,0,07.01,7.56,27,,,,,6000,1200,300,,6.65,0.4,0,0,10,6,1,230,,,,,,0,
304,NAUTICO,Quilmes,QU062,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,120000,20000,11700,,7.97,0.4,0,0,12,,0,,,,,,,0,
34,TOMA DE AGUA CLUB DE PESCA RIO,Ensenada,EN082,31/05/2017,5,2017,05-2017,02-2017,otoño,0,0,7.83,0,0,,,,,3000,1000,99,,9.75,0.4,0,0,22,15,0,,,,,,,0,
180,RIO RECONQUISTA Y RIO LUJAN,Tigre,TI004,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,980,8000,1800,,0.7,0.39,0,0,34,,0,,,,,,,0,
183,RIO LUJAN y CANAL SAN FERNANDO,Tigre,TI007,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,310,8200,6600,,0.8,0.39,0,0,34,,0,,,,,,,0,
133,PREFECTURA ISLA SANTIAGO,Ensenada,EN084,12/11/2014,11,2014,11-2014,04-2014,primavera,20.00,22.60,4.85,7.38,0,,,,,2300,900,900,,7.94,0.39,0,0,25,,0,,,,,,,0,
31,Berazategui - Puerto Trinidad (BZ 077),Berazategui,BZ077,22/11/2017,11,2017,11-2017,04-2017,primavera,20.7,0,9.7,7.79,30,,,,,5000,1800,500,,7.97,0.39,0,0.6,94,58,2,371,280,6,2,0,,0,
293,Perú Puente,San Isidro,SI023,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,42,40000,45083,,15.06,0.38,0,0,24,,0,,,,,,,0,
184,ARROYO ABRA VIEJA Y A SANTA RO,Tigre,TI008,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,1350,8000,5200,,0.6,0.37,0,0,37,,0,,,,,,,0,
110,RIO LUJAN Y ARROYO CARAGUATA,Tigre,TI006,12/11/2014,11,2014,11-2014,04-2014,primavera,0.00,25.00,3.57,7.66,0,,,,,460,400,300,,8.08,0.36,0,0,41,,0,,,,,,,0,
181,RIO TIGRE 100 MTS ANTES RÍO LUJAN,Tigre,TI005,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,1100,9000,7000,,0.7,0.36,0,0,40,,0,,,,,,,0,
129,Berazategui - Balneario Hudson calle 63 (BZ 080),Berazategui,BZ080,12/11/2014,11,2014,11-2014,04-2014,primavera,19.00,23.30,0.00,0,0,,,,,700,700,300,,10.3,0.35,0,0,42,,0,,,,,,,0,
200,NAUTICO,Quilmes,QU062,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,510,2100,1500,,0.7,0.35,0,0,45,,0,,,,,,,0,
182,RIO LUJAN Y ARROYO CARAGUATA,Tigre,TI006,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,300,5600,2000,,0.7,0.35,0,0,44,,0,,,,,,,0,
178,CANAL ALIVIADOR 100 MTS R LUJAN,Tigre,TI002,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,400,11000,4500,,0.8,0.35,0,0,43,,0,,,,,,,0,
305,PEJERREY,Quilmes,QU063,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,60000,18000,3000,,8.86,0.35,0,0,32,,0,,,,,,,0,
201,PEJERREY,Quilmes,QU063,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,210,3400,500,,0.7,0.34,0,0,34,,0,,,,,,,0,
298,POLO PETROQUIMICO DOCK SUD,Avellaneda,AV051,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,22,1000,900,,8.86,0.33,0,0,24,,0,,,,,,,0,
290,Del Arca,San Fernando,SF015,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,82,35000,3,,0,0.33,0,0,35,,0,,,,,,,0,
301,ESCOLLERA DE PROPANEROS,Avellaneda,AV054,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,26,15000,44927,,9.3,0.32,0,0,146,,0,,,,,,,0,
299,ARROYO SARANDI,Avellaneda,AV052,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,11,1400,44927,,9.3,0.32,0,0,119,,0,,,,,,,0,
199,CALLE ESPORA,Quilmes,QU061,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,650,7000,2500,,0.8,0.32,0,0,31,,0,,,,,,,0,
115,ESPIGON LA FAROLA,San Isidro,SI021,12/11/2014,11,2014,11-2014,04-2014,primavera,23.20,24.30,08.03,7.41,0,,,,,9300,2300,900,,6.68,0.32,0,0,34,,0,,,,,,,0,
147,ESPIGON LA FAROLA,San Isidro,SI021,26/03/2014,3,2014,03-2014,01-2014,verano,21.80,21.30,8.26,7.76,0,,,,,2300,900,300,,5.9,0.31,0,0,31,,0,,,,,,,0,
73,CANAL VILLANUEVA Y RIO LUJAN,Tigre,TI001,27/08/2014,8,2014,08-2014,03-2014,invierno,0.00,16.00,8.49,7.45,0,,,,,2300,300,300,,1.5,0.3,0,0,35,,0,,,,,,,0,
193,Reserva Barrio El Ceibo,Vicente Lopez,VL033,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,1900,36200,9400,,1.5,0.3,0,0,23,,0,,,,,,,0,
158,RESERVA ECOLOGICA -PLAYITA,CABA,CA047,12/02/2014,2,2014,02-2014,01-2014,verano,0.00,28.30,4.12,7.65,0,,,,,400,130,40,,4,0.3,0,0,53,,0,,,,,,,0,
21,RESERVA ECOLOGICA -PLAYITA,CABA,CA047,31/05/2017,5,2017,05-2017,02-2017,otoño,14.7,0,9.3,7.4,0,,,,,40000,5600,4600,,11,0.3,0,0,149,5,0,,,,,,,0,
33,CAMPING EVA PERON,Ensenada,EN081,31/05/2017,5,2017,05-2017,02-2017,otoño,11.5,0,9.63,8.11,0,,,,,2000,200,200,,12.85,0.3,0,0,19,6,0,,,,,,,0,
34,TOMA DE AGUA CLUB DE PESCA RIO,Ensenada,EN082,16/08/2017,8,2017,08-2017,03-2017,invierno,14,0,8.22,7.96,37,,,,,4000,400,200,,17.72,0.3,0,0,33,5,0,457,,,,,,0,
32,Berazategui - Balneario Hudson calle 63 (BZ 080),Berazategui,BZ080,31/05/2017,5,2017,05-2017,02-2017,otoño,10.1,0,05.01,4.79,0,,,,,22000,2000,500,,8.86,0.3,0,0,41,20,1,,,,,,,0,
116,"PLAYA RESERVA ECOLOGICA, ESPIGON",San Isidro,SI022,12/11/2014,11,2014,11-2014,04-2014,primavera,25.00,24.20,5.55,7.78,0,,,,,9300,9300,900,,7.61,0.29,0,0,31,,0,,,,,,,0,
238,TOMA DE AGUA CLUB DE PESCA RIO,Ensenada,EN082,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,0,0,,,,,180,500,100,,2.2,0.27,0,0,18,,0,,,,,,,0,
208,Berazategui - Balneario Hudson calle 63 (BZ 080),Berazategui,BZ080,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,2000,1000,800,,2.4,0.26,0,0,38,,0,,,,,,,0,
21,RESERVA ECOLOGICA -PLAYITA,CABA,CA047,22/11/2017,11,2017,11-2017,04-2017,primavera,19.1,0,7.3,8.1,112,,,,,17000,600,600,,5,0.26,0,136,38,5,0,170,,0.02,2,,,0,
191,Costa y Melo,Vicente Lopez,VL031,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,920,20800,3600,,0.95,0.26,0,0,56,,0,,,,,,,0,
243,Berazategui - Balneario Hudson calle 63 (BZ 080),Berazategui,BZ080,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,7.3,0,,,,,380,1500,500,,2.2,0.24,0,0,25,,0,,,,,,,0,
297,Reserva Barrio El Ceibo,Vicente Lopez,VL033,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,23,15000,4,,14.18,0.23,0,0,24,,0,,,,,,,0,
215,RIO RECONQUISTA Y RIO LUJAN,Tigre,TI004,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,0,0,,,,,2800,6000,4000,,1,0.22,0,0,48,,0,,,,,,,0,
190,Playa Espigón de Pacheco,San Isidro,SI024,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,540,10600,3700,,2,0.22,0,0,37,,0,,,,,,,0,
118,Playa Espigón de Pacheco,San Isidro,SI024,12/11/2014,11,2014,11-2014,04-2014,primavera,27.00,24.70,7.26,8.15,0,,,,,460,460,300,,8.11,0.22,0,0,30,,0,,,,,,,0,
218,RIO LUJAN y CANAL SAN FERNANDO,Tigre,TI007,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,0,0,,,,,480,1000,700,,1.1,0.21,0,0,10,,0,,,,,,,0,
179,RIO CARAPACHAY Y ARROYO GALLO,Tigre,TI003,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,1200,3400,1000,,0.6,0.21,0,0,31,,0,,,,,,,0,
185,ARROYO ABRA VIEJA Y ARROYO STA ROSA,Tigre,TI009,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,130,5200,2100,,0.8,0.21,0,0,23,,0,,,,,,,0,
303,CALLE ESPORA,Quilmes,QU061,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,46000,21000,2900,,7.97,0.21,0,0,74,,0,,,,,,,0,
36,PREFECTURA ISLA SANTIAGO,Ensenada,EN084,22/11/2017,11,2017,11-2017,04-2017,primavera,20.2,0,5.26,7.61,42,,,,,2000,400,250,,8.42,0.21,0,0.45,17,10,1,262,94,6,2,0,,0,
221,Del Arca,San Fernando,SF015,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,0,0,,,,,1200,2000,200,,1.3,0.2,0,0,10,,0,,,,,,,0,
80,ARROYO ABRA VIEJA Y A SANTA RO,Tigre,TI008,27/08/2014,8,2014,08-2014,03-2014,invierno,0.00,16.00,8.89,7.42,0,,,,,900,300,300,,1.5,0.2,0,0,17,,0,,,,,,,0,
226,Costa y Melo,Vicente Lopez,VL031,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,0,0,,,,,1500,5000,4700,,2.9,0.2,0,0,33,,0,,,,,,,0,
291,ESPIGON LA FAROLA,San Isidro,SI021,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,23,400,400,,7.09,0.2,0,0,10,,0,,,,,,,0,
81,ARROYO ABRA VIEJA Y ARROYO STA ROSA,Tigre,TI009,27/08/2014,8,2014,08-2014,03-2014,invierno,0.00,14.08,8.75,7.42,0,,,,,900,300,300,,13,0.2,0,0,22,,0,,,,,,,0,
173,PREFECTURA ISLA SANTIAGO,Ensenada,EN084,26/03/2014,3,2014,03-2014,01-2014,verano,0.00,20.70,7.16,7.86,0,,,,,300,300,300,,13.8,0.2,0,0,26,,0,,,,,,,0,
105,CANAL VILLANUEVA Y RIO LUJAN,Tigre,TI001,12/11/2014,11,2014,11-2014,04-2014,primavera,0.00,24.00,3.68,7.41,0,,,,,300,300,300,,6.47,0.2,0,0,39,,0,,,,,,,0,
227,Puerto de Olivos Espigón,Vicente Lopez,VL032,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,0,0,,,,,750,2000,1900,,1.8,0.19,0,0,37,,0,,,,,,,0,
225,Playa Espigón de Pacheco,San Isidro,SI024,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,0,0,,,,,1400,15000,100,,2.4,0.19,0,0,10,,0,,,,,,,0,
296,Puerto de Olivos Espigón,Vicente Lopez,VL032,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,70,22000,9,,10.19,0.19,0,0,20,,0,,,,,,,0,
223,"PLAYA RESERVA ECOLOGICA, ESPIGON",San Isidro,SI022,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,0,0,,,,,630,1000,100,,1.1,0.18,0,0,10,,0,,,,,,,0,
188,"PLAYA RESERVA ECOLOGICA, ESPIGON",San Isidro,SI022,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,190,2600,800,,1.3,0.18,0,0,20,,0,,,,,,,0,
222,ESPIGON LA FAROLA,San Isidro,SI021,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,0,0,,,,,110,200,100,,1.2,0.17,0,0,14,,0,,,,,,,0,
145,ARROYO ABRA VIEJA Y ARROYO STA ROSA,Tigre,TI009,26/03/2014,3,2014,03-2014,01-2014,verano,0.00,20.00,6.44,7.89,0,,,,,1500,1500,300,,1.5,0.17,0,0,38,,0,,,,,,,0,
228,Reserva Barrio El Ceibo,Vicente Lopez,VL033,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,0,0,,,,,280,2500,2100,,2,0.16,0,0,37,,0,,,,,,,0,
112,ARROYO ABRA VIEJA Y A SANTA RO,Tigre,TI008,12/11/2014,11,2014,11-2014,04-2014,primavera,0.00,26.00,06.04,7.63,0,,,,,400,300,300,,4.5,0.16,0,0,24,,0,,,,,,,0,
295,Costa y Melo,Vicente Lopez,VL031,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,41,16000,44932,,9.3,0.16,0,0,20,,0,,,,,,,0,
137,CANAL VILLANUEVA Y RIO LUJAN,Tigre,TI001,26/03/2014,3,2014,03-2014,01-2014,verano,0.00,22.00,6.68,08.04,0,,,,,2300,2300,300,,2.9,0.15,0,0,35,,0,,,,,,,0,
142,RIO LUJAN Y ARROYO CARAGUATA,Tigre,TI006,26/03/2014,3,2014,03-2014,01-2014,verano,0.00,20.00,6.13,7.91,0,,,,,2300,2300,400,,7.5,0.14,0,0,32,,0,,,,,,,0,
280,Berisso - La Municipal,Berisso,BS094,30/11/2016,11,2016,11-2016,04-2016,primavera,0,0,0,0,0,,,,,15000,12000,400,,4.43,0.14,0,0,63,,0,,,,,,,0,
34,TOMA DE AGUA CLUB DE PESCA RIO,Ensenada,EN082,22/11/2017,11,2017,11-2017,04-2017,primavera,19.7,0,7.2,7.66,73,,,,,1000,50,50,,7.53,0.14,0,1,17,10,1,194,75,6,2,0,,0,
169,Berazategui - Balneario Hudson calle 63 (BZ 080),Berazategui,BZ080,26/03/2014,3,2014,03-2014,01-2014,verano,23.00,21.90,9.10,0,0,,,,,900,900,300,,10.3,0.13,0,0,40,,0,,,,,,,0,
292,"PLAYA RESERVA ECOLOGICA, ESPIGON",San Isidro,SI022,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,20,2600,45079,,7.09,0.12,0,0,32,,0,,,,,,,0,
282,CANAL ALIVIADOR 100 MTS R LUJAN,Tigre,TI002,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,70,10000,700,,4.43,0.12,0,0,47,,0,,,,,,,0,
131,TOMA DE AGUA CLUB DE PESCA RIO,Ensenada,EN082,12/11/2014,11,2014,11-2014,04-2014,primavera,20.00,24.10,4.95,7.41,0,,,,,400,400,300,,8.88,0.12,0,0,33,,0,,,,,,,0,
310,Berazategui - Puerto Trinidad (BZ 077),Berazategui,BZ077,21/03/2016,3,2016,03-2016,01-2016,verano,0,0,0,0,0,,,,,100000,2000,500,,14.62,0.11,0,0,10,,0,,,,,,,0,
237,CAMPING EVA PERON,Ensenada,EN081,22/06/2016,6,2016,06-2016,02-2016,otoño,0,0,0,0,0,,,,,440,3000,500,,2.3,0.1,0,0,14,,0,,,,,,,0,
203,TOMA DE AGUA CLUB DE PESCA RIO,Ensenada,EN082,15/09/2016,9,2016,09-2016,03-2016,invierno,0,0,0,0,0,,,,,50,100,100,,2.6,0.1,0,0,12,,0,,,,,,,0,
